pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,0,11.57797,8e-05,-0.00013,0.0,0.0964,0.0028,-0.0028,0.0,1.664,0.043,-0.043,0.0,0.148,0.004,-0.004,0.0,4.72,0.42,-0.42,0.0,0.01485,0.00132,-0.00132,0.0,Mass,0.0,,,0.0,111.6,7.3,-6.8,0.0,905.0,14.0,-14.0,0.0,0,G4 V,5664.0,61.0,-61.0,0.0,1.06,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[M/H],4.39,0.11,-0.11,0.0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675
HD 136352 c,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,0,27.59221,0.00011,-0.00011,0.0,0.1721,0.005,-0.005,0.0,2.916,0.075,-0.073,0.0,0.26,0.007,-0.007,0.0,11.24,0.65,-0.63,0.0,0.03536,0.00205,-0.00198,0.0,Mass,0.0,,,0.0,35.1,2.3,-2.1,0.0,677.0,11.0,-11.0,0.0,0,G4 V,5664.0,61.0,-61.0,0.0,1.06,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[M/H],4.39,0.11,-0.11,0.0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675
HD 136352 d,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,0,107.245,0.05,-0.05,0.0,0.425,0.012,-0.012,0.0,2.562,0.088,-0.079,0.0,0.229,0.008,-0.007,0.0,8.82,0.93,-0.92,0.0,0.02775,0.00293,-0.00289,0.0,Mass,0.0,,,0.0,5.74,0.38,-0.35,0.0,431.0,7.0,-7.0,0.0,0,G4 V,5664.0,61.0,-61.0,0.0,1.06,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[M/H],4.39,0.11,-0.11,0.0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675
HD 13808 b,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,0,14.1815,0.0015,-0.0015,0.0,0.10519,0.00093,-0.0011,0.0,3.35,,,0.0,0.299,,,0.0,11.2,1.2,-0.66,0.0,0.03524,0.00378,-0.00208,0.0,Msini,0.071,0.027,-0.047,0.0,,,,,,,,,0,K2 V,5035.0,50.0,-50.0,0.0,0.78,0.02,-0.02,0.0,0.77,0.02,-0.02,0.0,-0.21,0.02,-0.02,0.0,[Fe/H],4.58,0.07,-0.08,0.0,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305,0.0257,-0.0258,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272
HD 13808 c,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,0,53.753,0.05,-0.082,0.0,0.2554,0.0028,-0.0023,0.0,3.13,,,0.0,0.279,,,0.0,9.96,1.8,-0.96,0.0,0.03134,0.00566,-0.00302,0.0,Msini,0.156,0.05,-0.061,0.0,,,,,,,,,0,K2 V,5035.0,50.0,-50.0,0.0,0.78,0.02,-0.02,0.0,0.77,0.02,-0.02,0.0,-0.21,0.02,-0.02,0.0,[Fe/H],4.58,0.07,-0.08,0.0,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305,0.0257,-0.0258,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272
HD 140901 b,HD 140901,1,2,Radial Velocity,2022,Multiple Observatories,0,9.02377598,0.00012653,-0.00123159,0.0,0.084501,0.003416,-0.003672,0.0,3.93,,,0.0,0.35,,,0.0,14.64775,1.56349,-1.737,0.0,0.04609,0.00492,-0.00547,0.0,Msini,0.472252,0.086367,-0.151159,0.0,,,,,,,,,0,G6IV,5610.0,21.0,-21.0,0.0,0.95,0.03,-0.02,0.0,0.99,0.12,-0.12,0.0,0.086,0.007,-0.007,0.0,[M/H],4.46,0.03,-0.03,0.0,15h47m28.56s,236.8689866,-37d55m02.04s,-37.9172333,15.2528,0.0112,-0.0112,6.01,0.03,-0.03,4.323,0.016,-0.016,5.83135,0.0008507,-0.0008507
HD 141004 b,HD 141004,1,1,Radial Velocity,2021,Multiple Observatories,0,15.5083,0.0016,-0.0018,0.0,0.1238,0.002,-0.002,0.0,3.77,,,0.0,0.336,,,0.0,13.63484,1.46201,-1.46201,0.0,0.0429,0.0046,-0.0046,0.0,Msini,0.16,0.11,-0.1,0.0,,,,,,,,,0,G0Vvar,5885.38,94.35,-94.35,0.0,1.39,0.03,-0.03,0.0,1.05,0.05,-0.05,0.0,0.025,0.062,-0.062,0.0,[Fe/H],4.17,0.03,-0.03,0.0,15h46m26.38s,236.6099205,+07d21m09.97s,7.3527684,11.8148,0.0361,-0.0359,4.4154,0.023,-0.023,2.989,0.23,-0.23,4.27965,0.0062141,-0.0062141
HD 1461 b,HD 1461,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,5.77152,0.00045,-0.00045,0.0,0.0634,0.0022,-0.0022,0.0,2.42,,,0.0,0.216,,,0.0,6.44,0.61,-0.61,0.0,0.02026,0.00192,-0.00192,0.0,Msini,0.172,,,1.0,,,,,,,,,0,G0 V,5765.0,18.0,-18.0,0.0,1.15,0.03,-0.03,0.0,1.02,,,0.0,0.19,0.01,-0.01,0.0,[Fe/H],4.38,0.03,-0.03,0.0,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.29454,0.0003801,-0.0003801
HD 1461 c,HD 1461,1,2,Radial Velocity,2015,La Silla Observatory,0,13.5052,0.0029,-0.0029,0.0,0.1117,0.0039,-0.0039,0.0,2.23,,,0.0,0.199,,,0.0,5.59,0.73,-0.73,0.0,0.01759,0.0023,-0.0023,0.0,Msini,0.305,,,1.0,,,,,,,,,0,G0 V,5765.0,18.0,-18.0,0.0,1.15,0.03,-0.03,0.0,1.02,,,0.0,0.19,0.01,-0.01,0.0,[Fe/H],4.38,0.03,-0.03,0.0,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.29454,0.0003801,-0.0003801
HD 152843 b,HD 152843,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.6264,0.0022,-0.0025,0.0,0.1053,0.003,-0.0031,0.0,3.41,0.14,-0.12,0.0,0.304,0.012,-0.011,0.0,11.56,6.58,-6.14,0.0,0.03637,0.0207,-0.01932,0.0,Mass,0.14,0.25,-0.1,0.0,255.7,21.6,-19.7,0.0,,,,,0,G0,6310.0,100.0,-100.0,0.0,1.43,0.02,-0.02,0.0,1.15,0.04,-0.04,0.0,-0.16,0.05,-0.05,0.0,[Fe/H],4.19,0.03,-0.03,0.0,16h55m08.37s,253.7848853,+20d29m29.49s,20.491524,107.898,0.318,-0.316,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237
HD 15337 b,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,4.75615,0.00017,-0.00017,0.0,0.0522,0.0012,-0.0012,0.0,1.64,0.06,-0.06,0.0,0.146,0.005,-0.005,0.0,7.51,1.09,-1.01,0.0,0.02363,0.00343,-0.00318,0.0,Mass,0.09,0.05,-0.05,0.0,161.73,,,0.0,1001.0,12.0,-12.0,0.0,0,K1 V,5125.0,50.0,-50.0,0.0,0.86,0.02,-0.02,0.0,0.9,0.03,-0.03,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.53,0.02,-0.02,0.0,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178
HD 15337 c,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,17.1784,0.0016,-0.0016,0.0,0.1268,0.0038,-0.0038,0.0,2.39,0.12,-0.12,0.0,0.213,0.011,-0.011,0.0,8.11,1.82,-1.69,0.0,0.02552,0.00573,-0.00532,0.0,Mass,0.05,0.06,-0.04,0.0,29.18,,,0.0,642.0,10.0,-10.0,0.0,0,K1 V,5125.0,50.0,-50.0,0.0,0.86,0.02,-0.02,0.0,0.9,0.03,-0.03,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.53,0.02,-0.02,0.0,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178
HD 154088 b,HD 154088,1,1,Radial Velocity,2021,La Silla Observatory,0,18.56,0.01,-0.01,0.0,0.134,0.002,-0.002,0.0,2.46,,,0.0,0.219,,,0.0,6.6,0.8,-0.8,0.0,0.02077,0.00252,-0.00252,0.0,Msini,0.344,,,1.0,,,,,,,,,0,K0 IV-V,5374.0,43.0,-43.0,0.0,0.95,0.03,-0.03,0.0,0.91,0.02,-0.02,0.0,0.28,0.03,-0.03,0.0,[Fe/H],4.37,0.07,-0.07,0.0,17h04m27.94s,256.1164214,-28d35m01.80s,-28.5838342,18.2692,0.0158,-0.0157,6.59,0.03,-0.03,4.758,0.021,-0.021,6.36693,0.0003356,-0.0003356
HD 155918 b,HD 155918,1,2,Radial Velocity,2022,Multiple Observatories,0,1.87567261,4.33e-05,-4.368e-05,0.0,0.030046,0.001239,-0.001334,0.0,2.65,,,0.0,0.236,,,0.0,7.50192,1.15954,-1.03686,0.0,0.0236,0.00365,-0.00326,0.0,Msini,-0.079533,0.178797,-0.186392,0.0,,,,,,,,,0,G2V,5771.84,107.21,-104.37,0.0,1.02,0.04,-0.05,0.0,1.03,0.13,-0.13,0.0,-0.662,0.024,-0.024,0.0,[M/H],4.43,0.1,-0.05,0.0,17h22m08.74s,260.5364025,-75d20m57.26s,-75.349239,27.561,0.0227,-0.0226,7.0,0.03,-0.03,5.459,0.02,-0.02,6.8406,0.000191,-0.000191
HD 156668 b,HD 156668,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,4.6455,0.0011,-0.0011,0.0,0.05,0.0007,-0.0007,0.0,1.87,,,0.0,0.167,,,0.0,4.15,0.58,-0.58,0.0,0.013,0.002,-0.002,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K2,4850.0,88.0,-88.0,0.0,0.72,0.01,-0.01,0.0,0.77,0.02,-0.02,0.0,0.05,0.06,-0.06,0.0,[Fe/H],4.6,0.12,-0.12,0.0,17h17m40.40s,259.4183491,+29d13m41.38s,29.228161,24.3323,0.0165,-0.0166,8.43,0.03,-0.03,6.004,0.02,-0.02,8.10753,0.000304,-0.000304
HD 158259 c,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,3.432,0.0003,-0.00016,0.0,,,,,2.23,,,0.0,0.199,,,0.0,5.6,0.6,-0.59,0.0,0.01762,0.00189,-0.00186,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985
HD 158259 d,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,5.1980814,0.0008186,-0.0008814,0.0,,,,,2.18,,,0.0,0.195,,,0.0,5.41,0.74,-0.71,0.0,0.01702,0.00233,-0.00223,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985
HD 158259 e,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,7.951,0.0022,-0.0021,0.0,,,,,2.34,,,0.0,0.209,,,0.0,6.08,0.94,-1.03,0.0,0.01913,0.00296,-0.00324,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985
HD 158259 f,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,12.028,0.009,-0.009,0.0,,,,,2.35,,,0.0,0.21,,,0.0,6.14,1.31,-1.37,0.0,0.01932,0.00412,-0.00431,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985
HD 160691 d,HD 160691,1,4,Radial Velocity,2004,La Silla Observatory,0,9.6392,0.0006,-0.0006,0.0,0.09286,,,0.0,3.17,,,0.0,0.283,,,0.0,10.17,,,0.0,0.032,,,0.0,Msini,0.0,0.02,-0.02,0.0,,,,,900.0,,,0.0,0,G3 IV-V,5773.0,,,0.0,1.33,0.02,-0.02,0.0,1.13,0.02,-0.02,0.0,0.28,0.03,-0.03,0.0,[Fe/H],4.2,0.1,-0.1,0.0,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,0.0296,-0.0294,5.12,0.03,-0.03,3.683,0.246,-0.246,4.94916,0.0028308,-0.0028308
HD 164922 c,HD 164922,1,4,Radial Velocity,2016,Multiple Observatories,0,75.74,0.06,-0.05,0.0,0.341,0.004,-0.004,0.0,3.66,,,0.0,0.327,,,0.0,13.0,3.0,-2.0,0.0,0.0409,0.00944,-0.00629,0.0,Msini,0.12,0.11,-0.09,0.0,6.29,0.27,-0.26,0.0,400.0,4.0,-4.0,0.0,0,G9 V,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171
HD 164922 d,HD 164922,1,4,Radial Velocity,2020,Roque de los Muchachos Observatory,0,12.458,0.003,-0.003,0.0,0.103,0.001,-0.001,0.0,1.83,,,0.0,0.163,,,0.0,4.0,1.0,-1.0,0.0,0.01259,0.00315,-0.00315,0.0,Msini,0.12,0.13,-0.08,0.0,,,,,,,,,0,G9 V,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171
HD 164922 e,HD 164922,1,4,Radial Velocity,2021,Multiple Observatories,0,41.763,0.012,-0.012,0.0,0.2292,0.0026,-0.0027,0.0,3.23,,,0.0,0.288,,,0.0,10.52012,0.98527,-0.98527,0.0,0.0331,0.0031,-0.0031,0.0,Msini,0.086,0.083,-0.06,0.0,,,,,,,,,0,G9 V,5393.43,68.33,-68.33,0.0,1.0,0.02,-0.02,0.0,0.92,0.03,-0.03,0.0,0.197,0.057,-0.057,0.0,[Fe/H],4.4,0.03,-0.03,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171
HD 168009 b,HD 168009,1,1,Radial Velocity,2021,Multiple Observatories,0,15.1479,0.0035,-0.0037,0.0,0.1192,0.0017,-0.0018,0.0,3.05,,,0.0,0.272,,,0.0,9.53485,1.20775,-1.17597,0.0,0.03,0.0038,-0.0037,0.0,Msini,0.12,0.11,-0.082,0.0,,,,,,,,,0,G2V,5778.33,94.42,-94.42,0.0,1.21,0.03,-0.03,0.0,0.99,0.04,-0.04,0.0,0.018,0.061,-0.061,0.0,[Fe/H],4.27,0.03,-0.03,0.0,18h15m32.35s,273.8847918,+45d12m31.76s,45.2088229,23.3032,0.0118,-0.0118,6.295,0.006,-0.006,4.756,0.021,-0.021,6.14052,0.0004815,-0.0004815
HD 175607 b,HD 175607,1,1,Radial Velocity,2015,La Silla Observatory,0,29.01,0.02,-0.02,0.0,,,,,2.94,,,0.0,0.263,,,0.0,8.98,1.1,-1.1,0.0,0.02825,0.00346,-0.00346,0.0,Msini,0.11,0.09,-0.07,0.0,,,,,,,,,0,G6 V,5392.0,17.0,-17.0,0.0,0.7,0.01,-0.01,0.0,0.71,0.01,-0.01,0.0,-0.62,0.01,-0.01,0.0,[Fe/H],4.64,0.03,-0.03,0.0,19h01m05.83s,285.2742901,-66d11m39.62s,-66.1943379,40.3303,0.0616,-0.0613,8.6,0.03,-0.03,6.881,0.057,-0.057,8.40957,0.00025,-0.00025
HD 176986 b,HD 176986,1,2,Radial Velocity,2017,Multiple Observatories,0,6.4898,0.00086,-0.00086,0.0,0.06296,0.00013,-0.00013,0.0,2.26,,,0.0,0.202,,,0.0,5.74,0.66,-0.66,0.0,0.01806,0.00208,-0.00208,0.0,Msini,0.066,0.066,-0.066,0.0,83.5,6.9,-6.9,0.0,,,,,0,K2.5 V,4931.0,77.0,-77.0,0.0,0.78,0.04,-0.04,0.0,0.79,0.02,-0.02,0.0,0.03,0.05,-0.05,0.0,[Fe/H],4.44,0.17,-0.17,0.0,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,0.0483,-0.0481,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548
HD 176986 c,HD 176986,1,2,Radial Velocity,2017,Multiple Observatories,0,16.8191,0.0044,-0.0044,0.0,0.11878,0.00025,-0.00025,0.0,2.98,,,0.0,0.266,,,0.0,9.18,0.97,-0.97,0.0,0.02888,0.00305,-0.00305,0.0,Msini,0.111,0.08,-0.08,0.0,23.5,4.5,-4.5,0.0,,,,,0,K2.5 V,4931.0,77.0,-77.0,0.0,0.78,0.04,-0.04,0.0,0.79,0.02,-0.02,0.0,0.03,0.05,-0.05,0.0,[Fe/H],4.44,0.17,-0.17,0.0,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,0.0483,-0.0481,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548
HD 177565 b,HD 177565,1,1,Radial Velocity,2017,La Silla Observatory,0,44.505,0.586,-0.293,0.0,0.246,0.019,-0.019,0.0,4.0,,,0.0,0.357,,,0.0,15.1,6.4,-6.05,0.0,0.04751,0.02014,-0.01904,0.0,Msini,0.0593,0.1717,-0.05745,0.0,,,,,,,,,0,G8V,5627.0,19.0,-19.0,0.0,0.97,0.01,-0.02,0.0,1.0,0.1,-0.1,0.0,0.081,0.007,-0.007,0.0,[M/H],4.39,0.03,-0.03,0.0,19h06m52.22s,286.7175787,-37d48m44.06s,-37.8122394,16.9179,0.0192,-0.0192,6.15,0.03,-0.03,4.539,0.018,-0.018,5.9739,0.0009324,-0.0009324
HD 18143 b,HD 18143,1,2,Radial Velocity,2022,Multiple Observatories,0,10.28510117,0.00213303,-0.00262898,0.0,0.087639,0.003445,-0.003692,0.0,3.23,,,0.0,0.288,,,0.0,10.50968,1.89917,-1.93844,0.0,0.03307,0.00598,-0.0061,0.0,Msini,0.224176,0.170991,-0.121999,0.0,,,,,,,,,0,K2,5078.0,114.96,-141.0,0.0,0.87,0.03,-0.03,0.0,0.85,0.1,-0.1,0.0,0.28,,,0.0,[Fe/H],4.51,0.04,-0.01,0.0,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.5243,0.023,-0.023,7.518,0.091,-0.091,5.427,0.018,-0.018,7.33209,0.000336,-0.000336
HD 181433 b,HD 181433,1,3,Radial Velocity,2008,La Silla Observatory,0,9.3743,0.0019,-0.0019,0.0,0.08,0.0,0.0,0.0,2.4,,,0.0,0.214,,,0.0,6.3566,0.0,0.0,0.0,0.02,0.0,0.0,0.0,Msini,0.4,0.06,-0.06,0.0,,,,,,,,,0,K3 IV,4918.0,15.0,-15.0,0.0,0.79,0.01,-0.01,0.0,0.63,0.07,-0.07,0.0,0.38,,,0.0,[Fe/H],4.45,0.04,-0.04,0.0,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274
HD 183579 b,HD 183579,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,17.471278,5.8e-05,-6e-05,0.0,0.1334,0.0062,-0.0061,0.0,3.55,0.15,-0.12,0.0,0.317,0.013,-0.011,0.0,19.7,4.0,-3.9,0.0,0.06198,0.01259,-0.01227,0.0,Mass,0.28,,,0.0,58.1,5.3,-3.9,0.0,769.0,17.0,-13.0,0.0,0,G2 V,5788.0,44.0,-44.0,0.0,0.99,0.04,-0.03,0.0,1.03,0.03,-0.03,0.0,-0.023,0.05,-0.05,0.0,[Fe/H],4.5,0.03,-0.03,0.0,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,0.1875,-0.1864,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,0.000259,-0.000259
HD 18599 b,HD 18599,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.1374354,3.6e-06,-3.7e-06,0.0,0.048,0.0004,-0.0004,0.0,2.6,0.15,-0.13,0.0,0.232,0.013,-0.012,0.0,24.1,7.1,-7.7,0.0,0.07583,0.02234,-0.02423,0.0,Mass,0.34,0.07,-0.09,0.0,145.0,16.0,-12.0,0.0,863.0,21.0,-18.0,0.0,0,K2 V,5145.0,50.0,-50.0,0.0,0.77,0.02,-0.02,0.0,0.86,0.02,-0.02,0.0,0.0,0.08,-0.08,0.0,[Fe/H],4.54,0.09,-0.09,0.0,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653,0.0366,-0.0366,8.99,0.03,-0.03,6.883,0.02,-0.02,8.73117,0.000651,-0.000651
HD 189567 b,HD 189567,1,2,Radial Velocity,2021,La Silla Observatory,0,14.288,0.002,-0.002,0.0,0.111,0.002,-0.002,0.0,2.85,,,0.0,0.254,,,0.0,8.5,0.6,-0.6,0.0,0.02674,0.00189,-0.00189,0.0,Msini,0.189,,,1.0,,,,,,,,,0,G3 V,5726.0,15.0,-15.0,0.0,1.04,0.03,-0.03,0.0,0.83,0.01,-0.01,0.0,-0.24,0.01,-0.01,0.0,[Fe/H],4.41,0.01,-0.01,0.0,20h05m35.03s,301.3959616,-67d19m25.68s,-67.3237992,17.9055,0.0124,-0.0123,6.074,0.001,-0.001,4.511,0.026,-0.026,5.9098,0.0006224,-0.0006224
HD 189567 c,HD 189567,1,2,Radial Velocity,2021,La Silla Observatory,0,33.688,0.025,-0.025,0.0,0.197,0.003,-0.003,0.0,2.54,,,0.0,0.227,,,0.0,7.0,0.9,-0.9,0.0,0.02202,0.00283,-0.00283,0.0,Msini,0.16,0.09,-0.09,0.0,,,,,,,,,0,G3 V,5726.0,15.0,-15.0,0.0,1.04,0.03,-0.03,0.0,0.83,0.01,-0.01,0.0,-0.24,0.01,-0.01,0.0,[Fe/H],4.41,0.01,-0.01,0.0,20h05m35.03s,301.3959616,-67d19m25.68s,-67.3237992,17.9055,0.0124,-0.0123,6.074,0.001,-0.001,4.511,0.026,-0.026,5.9098,0.0006224,-0.0006224
HD 191939 b,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.8803256,4.7e-06,-4.7e-06,0.0,0.0804,0.0025,-0.0023,0.0,3.41,0.075,-0.075,0.0,0.304,0.007,-0.007,0.0,10.0,0.7,-0.7,0.0,0.03146,0.0022,-0.0022,0.0,Mass,0.031,0.01,-0.011,0.0,100.0,7.0,-7.0,0.0,880.0,20.0,-20.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238
HD 191939 c,HD 191939,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,28.579743,4.5e-05,-4.5e-05,0.0,0.1752,0.0055,-0.005,0.0,3.195,0.075,-0.075,0.0,0.285,0.007,-0.007,0.0,8.0,1.0,-1.0,0.0,0.02517,0.00315,-0.00315,0.0,Mass,0.034,0.034,-0.013,0.0,21.0,1.4,-1.4,0.0,600.0,13.0,-13.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238
